wavelength;lens;cameraSensor
667;0.6292861361816624;0.9097903005438596
668;0.629344962547306;0.9079815731073038
669;0.6285005421233072;0.9063406373680569
670;0.627946650547594;0.9039273170226118
671;0.6280934031223238;0.901325489083986
672;0.6273875959541442;0.8984956606846082
673;0.6273598283672273;0.8958446453700112
674;0.6274082674878526;0.8924229317654673
675;0.6268997893210091;0.8896291158609931
676;0.6267201757136798;0.886787312774536
677;0.6260046976912805;0.8833946956744467
678;0.625831964051518;0.8803488216630329
679;0.6253547189850894;0.8779435916276684
680;0.6248717320661658;0.8763679495060275
681;0.6240350219837874;0.8747465102858021
682;0.6239292821648246;0.8735610491646052
683;0.6229713647131783;0.8731649737112078
684;0.6226789893222269;0.8737781281123898
685;0.6227232305813819;0.8745814558098581
686;0.6219978277515108;0.8749774909709618
687;0.6220773480548343;0.8751705390285296
688;0.6220543920650863;0.8743452156162123
689;0.6220607473929066;0.8723345186772342
690;0.6220845403555921;0.8701042435856624
691;0.6217820057139765;0.8668653748729962
692;0.6214175719884645;0.8630354097430142
693;0.6207978679810076;0.858396898963875
694;0.6207479643468998;0.8539548806601712
695;0.6207161394068753;0.849525885881125
696;0.620807992652205;0.8445122962170588
697;0.6201636410640593;0.8406842359080584
698;0.6200772757914431;0.8364509795616145
699;0.6201221999930144;0.8322271619226522
700;0.6196518317572023;0.8288076446649688
701;0.6198971071637931;0.8257899257187236
702;0.6200689079925454;0.8245908751652378
703;0.6193539590016581;0.825210627417852
704;0.6194282988869163;0.8264231811912884
705;0.6194091208952299;0.827622744804654
706;0.6194118649366867;0.8290378735578757
707;0.6194118376862607;0.8302475398903872
708;0.6194117115443663;0.8310530395011955
709;0.6194118997315624;0.8316518060034234
710;0.6194115175239323;0.8310395121543868
711;0.6194100616892124;0.8296309208002789
712;0.6194306360184505;0.8284198031649727
713;0.6193163726048427;0.8260010740204967
714;0.6200532464053335;0.8233808931885221
715;0.6194118867451993;0.8203595582960094
716;0.6201788256795553;0.8173389103816935
717;0.619981630028261;0.8137134112862738
718;0.6206200220313726;0.8098857404348644
719;0.620732938149303;0.805860366889803
720;0.62073983999359;0.8012259833458859
721;0.6207341381441455;0.7963928535745641
722;0.6207351205953725;0.7917610948174756
723;0.6207355591359285;0.7871295379020384
724;0.620743412785005;0.7820943484718683
725;0.6206699915502433;0.7762551193186686
726;0.621219686622616;0.7706152892505751
727;0.6213764803823092;0.7649768868634756
728;0.6221077464585849;0.7597390870983277
729;0.6220539512850749;0.75450449943987
730;0.6219866058052763;0.7486636170412297
731;0.622658280544309;0.7430251631986036
732;0.6227553536037944;0.7375847827932331
733;0.6234700627668615;0.7325500724686433
734;0.6232960355002632;0.7277119115585456
735;0.6239334190214543;0.723285878742264
736;0.6240360657329592;0.7190517063805293
737;0.6242046789912442;0.7148205660096225
738;0.6247881828574906;0.7115959154851677
739;0.624632423455226;0.708971713298379
740;0.6253592220370863;0.7073559579120154
741;0.625330007343617;0.7069322690796591
742;0.6256012999526406;0.7087423964864941
743;0.6265626759989884;0.710358318010125
744;0.6266779449034954;0.7119627287377692
745;0.6274894187738824;0.7139725390824506
746;0.6280768271540793;0.7167791152949505
747;0.62795269481231;0.7194016672569263
748;0.6285683460837161;0.7216350951639219
749;0.6293633074401395;0.723057254516078
750;0.629350358580316;0.720878246135894
751;0.6292008243624603;0.7174561702792328
752;0.6304594074967476;0.7130232336946165
753;0.6306470227129957;0.709014178289022
754;0.6307934661855521;0.7051725925434666
755;0.6317703687192113;0.7009793693722621
756;0.6318866100370171;0.6957194453608067
757;0.633304479590802;0.6912896195598935
758;0.6332107855118752;0.6864491044407481
759;0.6339201799030271;0.6816211070681943
760;0.6347548005184143;0.6779840795314647
761;0.6345799123189055;0.6749448438751424
762;0.6360125148454567;0.6727306028618902
763;0.6364352022310215;0.6711042842023309
764;0.637424316941333;0.6704874347634024
765;0.6371938003519053;0.6702685700004385
766;0.6386914277636465;0.6704690608835521
767;0.6384565885773095;0.6708808368781294
768;0.6394545850377236;0.6704865179315167
769;0.6398702429394576;0.6699169626534174
770;0.6413062158226097;0.6677132849206597
771;0.6411260475882401;0.66567724933868
772;0.6419691869905514;0.6634596740725365
773;0.6426711909237564;0.6610572755917581
774;0.6425827754378199;0.6580455004005075
775;0.6439539919469454;0.6548311552563719
776;0.6444846649774151;0.6514154474850848
777;0.6453455585326306;0.6479965292792473
778;0.6451793548123531;0.6445624456705179
779;0.6466015327869281;0.6409264085857493
780;0.6470446555848672;0.6377409756652404
781;0.6480117318978393;0.6342925946429578
782;0.647784113291682;0.6308497146060945
783;0.649240652379397;0.6272319420346595
784;0.6496265003358309;0.6240519344162996
785;0.6505775355796216;0.6209877726879651
786;0.6510436849190611;0.6177907708153134
787;0.651887838115927;0.6147482793399861
788;0.6527104882180583;0.61171356710028
789;0.6535263975726864;0.6093040614079173
790;0.6543444084894425;0.6072546587321501
791;0.6551625152468099;0.6052821612231198
792;0.6559932839296883;0.6032471072544336
793;0.6567153517387971;0.6020329182750188
794;0.6581878676996756;0.600801386980506
795;0.658453852683335;0.5998035856718824
796;0.6593100308607955;0.5980040087127989
797;0.6597086984948499;0.5965832459031795
798;0.6606929886967892;0.5942323912534471
799;0.6611435986352516;0.5909802075772643
800;0.6612744016699981;0.5872023806117663
801;0.6624593485472163;0.5829532827527197
802;0.6632369792297654;0.5785529344858695
803;0.6638172854614114;0.5735364224784836
804;0.663851645313892;0.5682774096673455
805;0.6651188544812403;0.5636536170101483
806;0.6657952917096275;0.5584375623399433
807;0.6664889102087974;0.5535770344096185
808;0.6664358392532623;0.5495469861079179
809;0.6677670302314527;0.5458786597742609
810;0.6684025539025389;0.5428594460284648
811;0.6689823424520221;0.5400245737577698
812;0.670355259184771;0.5400890330783246
813;0.6705821342225449;0.5416842022099613
814;0.6717914144983657;0.5433095459467516
815;0.6720878374438102;0.54551055155289
816;0.6729697632814129;0.5479109962117794
817;0.6737861550672433;0.5502895077741925
818;0.6745979944501326;0.5519748499671704
819;0.6754391757575895;0.5527075977531217
820;0.676196999844882;0.5501144295044016
821;0.6777603268875947;0.5467382327218725
822;0.6784527192776677;0.5425315930876632
823;0.679834677974561;0.538258581487344
824;0.6802610688868429;0.5338711896061863
825;0.6817106981980277;0.5282877654774858
826;0.6829645274042321;0.5230535657295381
827;0.6835627860609078;0.5175867892539125
828;0.6848120682794112;0.5119442578985876
829;0.6855859381067124;0.5065373220716073
830;0.6864143898028152;0.5008861908448986
831;0.6871362152448985;0.49559912516293425
832;0.6886171365806102;0.4909482664464998
833;0.6888664554155803;0.48633874655792697
834;0.690347955015886;0.4826628946248528
835;0.690055439442068;0.4792731583985107
836;0.6911601023126074;0.47600144458424176
837;0.6914933372929335;0.4727700393046298
838;0.6929425259848006;0.4700982257248808
839;0.6930076105577747;0.4682994736578244
840;0.6939434368103783;0.46664712597346225
841;0.6947383282354972;0.4650194912572364
842;0.6955584507547417;0.4643611106510289
843;0.6963767611352868;0.46492625875630067
844;0.6971947602363477;0.46611100007681794
845;0.6980123319406399;0.46755268838660324
846;0.6988306251874852;0.469157227092317
847;0.6996599962159413;0.47092542583486485
848;0.7003887972177691;0.4727481942597551
849;0.7018318645185564;0.47496015845500117
850;0.702145291266816;0.4773479185746681
851;0.7022152427243944;0.4799292851295254
852;0.7031482368026307;0.4829945358352128
853;0.7034404793834452;0.48556379158134333
854;0.704030199271154;0.4877014428032592
855;0.7048034036821996;0.4898176515589191
856;0.7048857670554962;0.4921364563029196
857;0.7063587596592389;0.49445139378452396
858;0.7067263491910863;0.4950887356745943
859;0.7082181408103914;0.49183543459475554
860;0.7096781566683341;0.4872401673532226
861;0.7103598454996155;0.4807052333237588
862;0.7118014619926903;0.4732628588879193
863;0.7127326444415579;0.46575358689322843
864;0.7136606159194699;0.4580010107653879
865;0.7155132157981294;0.4483400610677618
866;0.7159696172653893;0.4409276439275598
867;0.7173149030901134;0.4322672965671496
868;0.7181226677682873;0.42427319739893565
869;0.7190358695479616;0.4176245911744819
870;0.7193218649403128;0.41135309757333527
871;0.7199263886716938;0.40595854019286504
872;0.7207010167472442;0.40329657529611773
873;0.7205970468537839;0.40427785016060125
874;0.7210720550095256;0.40602731784132673
875;0.7213860861282853;0.4077217392049477
876;0.7206241746457782;0.40884785927211975
877;0.7207734247832576;0.410909345573201
878;0.7198948987640974;0.4128712531320623
879;0.7192732248214067;0.41296647230966843
880;0.7193234990327608;0.41019469909171025
881;0.7184411290208963;0.40660207458586084
882;0.7180330478830197;0.4019856059711241
883;0.7175055868293634;0.39611739781985766
884;0.7173505194479598;0.38897551513587714
885;0.7173187676301889;0.38297750238128014
886;0.7176412615587067;0.3768087584954817
887;0.7180982785685482;0.3708844095399836
888;0.7179557095150313;0.3646860906324102
889;0.7193947653980539;0.3583292699829683
890;0.7197994712975148;0.35310753269982853
891;0.7208106609377597;0.3486311856919505
892;0.7205682512987567;0.3452462183171673
893;0.7220614600279925;0.34248061036800814
894;0.7219126615284546;0.3403832204544094
895;0.722313225802871;0.33929338781270924
896;0.7232458252611769;0.33847275579710767
897;0.7233227855341163;0.3378713016164717
898;0.7242108030647548;0.33731658264888054
899;0.7246916827064149;0.3368479648142667
900;0.724580736101506;0.336293761877266
901;0.7252924381061454;0.3360519422977707
902;0.7259782304227854;0.33584419946007793
903;0.7261811060936052;0.33584386062491656
904;0.7271696982599805;0.3358650780491954
905;0.7272611733878829;0.3354217314124379
906;0.727973362572101;0.33507973673961255
907;0.7281815943112788;0.3338955785770936
908;0.7286752334097831;0.3327748228115611
909;0.7285609371183288;0.33139376226754824
910;0.7293097477723351;0.32895784331582834
911;0.7291910600885387;0.32640194336689543
912;0.7296929723663217;0.3235669023075636
913;0.7298975127824889;0.3206103572352512
914;0.7306151846211337;0.31698197402298967
915;0.7305684434408322;0.31340677316092835
916;0.7305930767175427;0.31005760108225866
917;0.7305875931443981;0.30643579043720237
918;0.7305882298333877;0.30280519128273076
919;0.7305880759406428;0.29942872592955183
920;0.7305895050299394;0.2959899690321429
921;0.7305833287309473;0.29277033357587656
922;0.730592816426606;0.2900710103299179
923;0.7306944555256998;0.2871256439555022
924;0.7313060310200513;0.28469810204718404
925;0.7313008087853803;0.2824074015623572
926;0.7306497869208892;0.2807031308123219
927;0.730695118333264;0.27958761933850107
928;0.7310158723342821;0.2784854767885844
929;0.7310065383963104;0.27912535852116593
930;0.7306965034263861;0.2805393807571376
931;0.7305998228388041;0.2832935138845941
932;0.7305683447784314;0.2870708211561228
933;0.7306646758107566;0.2908354075618734
934;0.7300259683703914;0.2948164860788015
935;0.7299177230142563;0.2982985791110483
936;0.7291936118476944;0.302169006756163
937;0.7292889302742271;0.3067792720606777
938;0.729242906267978;0.31124397490516575
939;0.7292771625421874;0.31519397261650084
940;0.7285728849733983;0.3193019280074071
941;0.7283398664970672;0.3222715229849049
942;0.7278717582765609;0.3250696280800506
943;0.727977051377917;0.32742981873833843
944;0.7272544201985407;0.32911502146594873
945;0.7270389320099601;0.330929484347232
946;0.7266355110471806;0.33223284595333646
947;0.7260239513113601;0.33260331512237074
948;0.7259312028544358;0.3318981771394238
949;0.7250188235119643;0.330543627314854
950;0.7245760553160316;0.32863796608501283
951;0.7246781273255377;0.32661267028108953
952;0.7239357576257806;0.32401802686327164
953;0.7232879586017741;0.32079279541325323
954;0.7230515318570221;0.3170304365544214
955;0.7220792041464794;0.3131470576020955
956;0.7219882743003551;0.30928883682637753
957;0.7211203101943249;0.3043970970873092
958;0.7207349754297822;0.2990316997687209
959;0.7197230140374142;0.2934955907945248
960;0.7193053509337167;0.2867024928804296
961;0.7191441664431939;0.2797223433687285
962;0.7179862132471375;0.2725719405146457
963;0.717177408193967;0.26600605681821443
964;0.7166314416992987;0.2582448530838596
965;0.7165680735117165;0.2507871143588143
966;0.7153354786706156;0.24320648141939805
967;0.7145671451784986;0.23556153870934693
968;0.7141063144334503;0.22851738703654878
969;0.7126887402170401;0.2214618221845972
970;0.7124229434046081;0.2153364385968547
971;0.7112193372590947;0.2098229278698357
972;0.7115509644499902;0.20478981078178693
973;0.7100738871441145;0.20017387673896836
974;0.7098337218808378;0.1959254181064477
975;0.7086540286611527;0.19188190950800899
